ManHinh,Ram,CPU,GPU,TrongLuong,HDD/SSD,DungLuong,Gia,Class,Product
0.847826087,0.125,0.5,0.325966851,0.468085106,0.35,0.125,0.137891458,PhoThong,Aspire A515-51G
0.847826087,0.0625,0.694444444,0.077348066,0.395744681,0.35,0.125,0.06533694,PhoThong,255 G6
0.722826087,0.125,0.5,0.165745856,0.317021277,0.5,0.25,0.18084932,PhoThong,ProBook 430
0.847826087,0.0625,0.666666667,0.08839779,0.510638298,0.25,0.5,0.062961141,PhoThong,Aspire 3
0.847826087,0.125,0.5,0.160220994,0.453191489,0.35,0.125,0.12588949,PhoThong,Inspiron 3576
0.847826087,0.0625,0.555555556,0.127071823,0.406382979,0.35,0.0625,0.071979013,PhoThong,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10)
0.847826087,0.0625,0.694444444,0.08839779,0.425531915,0.35,0.125,0.096112477,PhoThong,VivoBook Max
0.940217391,0.25,0.777777778,0.878453039,0.517021277,0.6,1,0.401541236,ChuyenNghiep,GS73VR 7RG
0.847826087,0.0625,0.555555556,0.127071823,0.425531915,0.35,0.125,0.068043942,PhoThong,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux)
0.940217391,0.25,0.5,0.17679558,0.595744681,0.6,1,0.212985735,PhoThong,Inspiron 5770
0.760869565,0.125,0.444444444,0.165745856,0.361702128,0.35,0.125,0.144121987,VanPhong,Vostro 5471
0.760869565,0.125,0.75,0.08839779,0.361702128,0.35,0.125,0.098212822,PhoThong,IdeaPad 520S-14IKB
0.760869565,0.125,0.444444444,0.165745856,0.29787234,0.35,0.125,0.154287588,PhoThong,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10)
0.847826087,0.125,0.694444444,0.08839779,0.395744681,0.35,0.125,0.113133301,PhoThong,250 G6
0.847826087,0.25,0.777777778,0.331491713,0.382978723,0.5,0.25,0.325135268,VanPhong,ZenBook Pro
0.847826087,0.0625,0.555555556,0.160220994,0.395744681,0.15,0.25,0.071928185,PhoThong,250 G6
0.760869565,0.0625,0.444444444,0.044198895,0.306382979,0.35,0.015625,0.037547139,PhoThong,Stream 14-AX040wm
0.847826087,0.0625,0.694444444,0.08839779,0.404255319,0.25,0.5,0.090014757,PhoThong,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10)
0.940217391,0.1875,0.777777778,0.723756906,0.638297872,0.25,0.5,0.155599279,ChuyenNghiep,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce
0.733695652,0.0625,0.694444444,0.08839779,0.266382979,0.35,0.0625,0.178553861,VanPhong,Surface Laptop
0.722826087,0.125,0.5,0.17679558,0.29787234,0.35,0.125,0.156583046,VanPhong,Inspiron 5370
0.847826087,0.125,0.5,0.17679558,0.468085106,0.35,0.125,0.142646335,PhoThong,Inspiron 5570
0.940217391,0.125,0.694444444,0.674033149,0.574468085,0.6,0.5625,0.179537629,ChuyenNghiep,GL72M 7RDX
0.760869565,0.125,0.555555556,0.127071823,0.446808511,0.25,0.5,0.063780948,PhoThong,Aspire E5-475
0.847826087,0.125,0.777777778,0.674033149,0.468085106,0.25,0.5,0.155599279,ChuyenNghiep,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce
0.847826087,0.125,0.694444444,0.08839779,0.468085106,0.25,1,0.085095917,PhoThong,IdeaPad 320-15IKBN
0.847826087,0.125,0.5,0.165745856,0.429787234,0.6,0.5625,0.140186916,PhoThong,Inspiron 5570
0.847826087,0.0625,0.75,0.303867403,0.468085106,0.25,0.5,0.086899492,PhoThong,Aspire A515-51G-32MX
0.940217391,0.125,0.444444444,0.254143646,0.531914894,0.6,0.5625,0.160190195,PhoThong,ProBook 470
0.847826087,0.125,0.444444444,0.165745856,0.4,0.35,0.125,0.179727824,VanPhong,Latitude 5590
0.652173913,0.125,0.361111111,0.132596685,0.195744681,0.5,0.25,0.247581571,VanPhong,MacBook 12
0.760869565,0.125,0.444444444,0.08839779,0.346808511,0.35,0.125,0.141006722,PhoThong,ProBook 440
0.847826087,0.0625,0.694444444,0.077348066,0.468085106,0.35,0.0625,0.065420561,PhoThong,IdeaPad 320-15AST
0.847826087,0.0625,0.833333333,0.149171271,0.446808511,0.25,0.5,0.064764716,PhoThong,Aspire 3
0.847826087,0.25,0.777777778,0.331491713,0.563829787,0.6,0.5625,0.221183801,ChuyenNghiep,Inspiron 7577
0.847826087,0.125,0.5,0.209944751,0.389361702,0.35,0.125,0.114608952,VanPhong,Pavilion 15-CK000nv
0.847826087,0.125,0.694444444,0.08839779,0.417021277,0.35,0.125,0.098211182,PhoThong,250 G6
0.847826087,0.25,0.777777778,0.82320442,0.468085106,0.6,0.5625,0.237579931,ChuyenNghiep,FX503VM-E4007T (i7-7700HQ/16GB/1TB
0.722826087,0.125,0.5,0.165745856,0.257446809,0.35,0.125,0.270372192,VanPhong,XPS 13
0.847826087,0.125,0.833333333,0.546961326,0.521276596,0.25,0.5,0.114608952,ChuyenNghiep,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon
0.847826087,0.125,0.5,0.325966851,0.468085106,0.25,0.5,0.112969339,PhoThong,Aspire 5
0.722826087,0.25,0.5,0.165745856,0.317021277,0.5,0.25,0.196261682,PhoThong,Probook 430
0.847826087,0.125,0.694444444,0.82320442,0.563829787,0.35,0.125,0.19593376,ChuyenNghiep,Inspiron 7577
0.760869565,0.125,0.75,0.08839779,0.265957447,0.35,0.125,0.171995409,VanPhong,Zenbook UX430UA
0.722826087,0.125,0.444444444,0.165745856,0.319148936,0.35,0.125,0.138875225,VanPhong,Spin 5
0.847826087,0.125,0.75,0.149171271,0.468085106,0.25,0.5,0.098360387,PhoThong,Inspiron 3567
0.847826087,0.0625,0.555555556,0.149171271,0.468085106,0.35,0.125,0.079521233,PhoThong,Inspiron 3567
0.847826087,0.09375,0.666666667,0.082872928,0.425531915,0.35,0.125,0.094605673,PhoThong,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce
0.847826087,0.1875,0.777777778,0.674033149,0.557446809,0.6,0.5625,0.20478767,ChuyenNghiep,Omen 15-ce007nv
0.847826087,0.125,0.75,0.17679558,0.406382979,0.35,0.125,0.117888178,PhoThong,15-bs017nv (i7-7500U/8GB/256GB/Radeon
0.847826087,0.0625,0.416666667,0.038674033,0.446808511,0.15,0.25,0.057222495,PhoThong,15-bw000nv (E2-9000e/4GB/500GB/Radeon
0.847826087,0.125,0.444444444,0.160220994,0.468085106,0.25,0.5,0.106082964,PhoThong,Inspiron 3576
0.722826087,0.125,0.75,0.325966851,0.293617021,0.35,0.125,0.1834727,VanPhong,Envy 13-ad009n
0.733695652,0.125,0.694444444,0.08839779,0.266382979,0.35,0.125,0.219708149,VanPhong,Surface Laptop
0.760869565,0.09375,0.694444444,0.209944751,0.336170213,0.35,0.125,0.1080505,PhoThong,Pavilion 14-BK001nv
0.847826087,0.0625,0.555555556,0.127071823,0.393617021,0.25,0.5,0.068027545,PhoThong,Ideapad 310-15ISK
0.760869565,0.125,0.75,0.209944751,0.276595745,0.35,0.125,0.195605837,VanPhong,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce
0.847826087,0.25,0.777777778,0.331491713,0.468085106,0.6,0.625,0.212985735,ChuyenNghiep,GP62M 7REX
0.760869565,0.125,0.75,0.08839779,0.336170213,0.35,0.125,0.242662732,PhoThong,Thinkpad T470
0.847826087,0.25,0.5,0.325966851,0.319148936,0.6,0.625,0.206919167,VanPhong,VivoBook S15
0.722826087,0.125,0.666666667,0.226519337,0.261702128,0.35,0.125,0.22610264,VanPhong,XPS 13
0.722826087,0.125,0.694444444,0.08839779,0.291489362,0.35,0.125,0.229381866,VanPhong,ThinkPad Yoga
0.760869565,0.0625,0.444444444,0.165745856,0.346808511,0.15,0.25,0.118380062,PhoThong,Probook 440
0.722826087,0.125,0.444444444,0.165745856,0.257446809,0.35,0.125,0.267092966,VanPhong,XPS 13
0.722826087,0.125,0.444444444,0.165745856,0.268085106,0.35,0.125,0.229380226,VanPhong,Spectre x360
0.760869565,0.125,0.5,0.165745856,0.346808511,0.5,0.25,0.177734055,PhoThong,Probook 440
0.847826087,0.125,0.5,0.209944751,0.459574468,0.6,0.625,0.185330382,PhoThong,Inspiron 7570
0.940217391,0.0625,0.555555556,0.198895028,0.425531915,0.25,0.5,0.092474176,PhoThong,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce
0.847826087,0.125,0.5,0.209944751,0.361702128,0.35,0.125,0.183308739,PhoThong,VivoBook S15
0.847826087,0.09375,0.666666667,0.08839779,0.446808511,0.25,0.5,0.078537465,PhoThong,Spin 3
0.847826087,0.25,0.777777778,0.878453039,0.382978723,0.6,1,0.367519265,ChuyenNghiep,GS63VR 7RG
0.847826087,0.125,0.694444444,0.209944751,0.468085106,0.35,0.125,0.103131661,PhoThong,IdeaPad 320-15IKBN
0.940217391,0.25,0.5,0.254143646,0.531914894,0.5,0.25,0.208394819,PhoThong,Probook 470
0.847826087,0.0625,0.833333333,0.149171271,0.446808511,0.35,0.125,0.073946549,PhoThong,Aspire 3
0.847826087,0.0625,0.444444444,0.044198895,0.395744681,0.15,0.25,0.042465978,PhoThong,250 G6
0.760869565,0.125,0.444444444,0.165745856,0.346808511,0.25,0.5,0.13313658,PhoThong,Probook 440
0.760869565,0.0625,0.416666667,0.038674033,0.35106383,0.35,0.03125,0.045579603,PhoThong,E402WA-GA007T (E2-6110/4GB/64GB/W10
0.940217391,0.25,0.5,0.17679558,0.595744681,0.6,1,0.228889982,PhoThong,Inspiron 5770
0.940217391,0.125,0.444444444,0.165745856,0.531914894,0.35,0.125,0.152156091,PhoThong,ProBook 470
0.847826087,0.125,0.694444444,0.254143646,0.50212766,0.25,0.5,0.104769634,PhoThong,Inspiron 5567
0.847826087,0.0625,0.555555556,0.149171271,0.468085106,0.25,0.5,0.073618626,PhoThong,Inspiron 3567
0.760869565,0.125,0.5,0.165745856,0.340425532,0.35,0.125,0.144941794,VanPhong,Swift 3
0.847826087,0.0625,0.75,0.303867403,0.468085106,0.35,0.125,0.093785867,PhoThong,Aspire A515-51G-37JS
0.847826087,0.125,0.75,0.08839779,0.436170213,0.25,0.5,0.09804886,PhoThong,15-BS078nr (i7-7500U/8GB/1TB/W10)
0.760869565,0.125,0.5,0.165745856,0.346808511,0.35,0.125,0.161993769,PhoThong,Probook 440
0.847826087,0.0625,0.305555556,0.055248619,0.404255319,0.25,0.5,0.041377275,PhoThong,V110-15IAP (N3350/4GB/1TB/No
0.940217391,0.125,0.694444444,0.674033149,0.638297872,0.6,0.5625,0.153795704,ChuyenNghiep,FX753VD-GC086T (i5-7300HQ/8GB/1TB
0.847826087,0.0625,0.694444444,0.198895028,0.468085106,0.25,0.5,0.081816691,PhoThong,IdeaPad 320-15IKBN
0.722826087,0.0625,0.694444444,0.08839779,0.280851064,0.35,0.125,0.114608952,PhoThong,Envy 13-AD007nv
0.940217391,0.0625,0.75,0.303867403,0.638297872,0.25,0.5,0.107394655,PhoThong,Aspire 5
0.760869565,0.125,0.444444444,0.535911602,0.372340426,0.35,0.125,0.182984096,PhoThong,ThinkPad E480
0.847826087,0.125,0.777777778,0.674033149,0.510638298,0.35,0.125,0.142482374,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.0625,0.638888889,0.127071823,0.446808511,0.15,0.25,0.098704706,PhoThong,Satellite Pro
0.847826087,0.0625,0.694444444,0.077348066,0.395744681,0.35,0.125,0.060501722,PhoThong,255 G6
0.760869565,0.125,0.5,0.165745856,0.265957447,0.35,0.125,0.180193474,VanPhong,ZenBook UX430UA
0.679347826,0.125,0.333333333,0.099447514,0.206382979,0.5,0.25,0.330218069,VanPhong,EliteBook Folio
0.847826087,0.0625,0.305555556,0.055248619,0.425531915,0.25,0.5,0.056402689,PhoThong,X541NA (N3350/4GB/1TB/FHD/W10)
0.940217391,0.25,0.777777778,0.878453039,0.617021277,0.6,0.625,0.332677488,ChuyenNghiep,GE72MVR 7RG
0.847826087,0.0625,0.555555556,0.127071823,0.446808511,0.25,0.5,0.073290703,PhoThong,Aspire A315-51
0.847826087,0.25,0.777777778,0.674033149,0.544680851,0.5,0.25,0.2048303,ChuyenNghiep,Inspiron 5577
0.847826087,0.125,0.777777778,0.674033149,0.557446809,0.5,0.5,0.147401213,ChuyenNghiep,Inspiron 7567
0.847826087,0.0625,0.694444444,0.08839779,0.404255319,0.35,0.0625,0.08165273,PhoThong,V110-15IKB (i5-7200U/4GB/128GB/W10)
0.940217391,0.25,0.777777778,0.82320442,0.595744681,0.6,0.625,0.309886867,ChuyenNghiep,GE73VR 7RE
0.760869565,0.0625,0.75,0.08839779,0.314893617,0.35,0.125,0.177406132,VanPhong,EliteBook 840
0.847826087,0.09375,0.444444444,0.160220994,0.406382979,0.35,0.125,0.101492048,PhoThong,15-BS103nv (i5-8250U/6GB/256GB/Radeon
0.760869565,0.0625,0.666666667,0.08839779,0.370212766,0.35,0.125,0.103131661,VanPhong,Yoga 520-14IKB
0.722826087,0.125,0.444444444,0.08839779,0.234042553,0.35,0.125,0.215609116,VanPhong,ZenBook Flip
0.847826087,0.125,0.5,0.165745856,0.331914894,0.35,0.125,0.171995409,VanPhong,Inspiron 5579
0.847826087,0.0625,0.611111111,0.127071823,0.446808511,0.15,0.25,0.073290703,PhoThong,Satellite Pro
0.847826087,0.0625,0.833333333,0.149171271,0.431914894,0.25,0.5,0.066076406,PhoThong,X555BP-XX180T (A9-9420/4GB/1TB/Radeon
0.940217391,0.0625,0.444444444,0.325966851,0.638297872,0.35,0.125,0.131988851,PhoThong,Aspire A517-51G
0.847826087,0.125,0.444444444,0.160220994,0.453191489,0.35,0.125,0.11936383,PhoThong,Inspiron 3576
0.847826087,0.25,0.777777778,0.331491713,0.531914894,0.35,0.125,0.176914248,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.0625,0.305555556,0.055248619,0.446808511,0.25,0.5,0.057058534,PhoThong,Aspire A315-31
0.847826087,0.25,0.777777778,0.82320442,0.510638298,0.6,0.625,0.294966388,ChuyenNghiep,GE63VR 7RE
0.847826087,0.0625,0.305555556,0.060773481,0.446808511,0.25,0.5,0.059601574,PhoThong,Aspire 3
0.847826087,0.125,0.777777778,0.674033149,0.544680851,0.6,0.5625,0.173879324,ChuyenNghiep,Inspiron 5577
0.940217391,0.125,0.444444444,0.325966851,0.638297872,0.35,0.125,0.140022955,PhoThong,Aspire A517-51G
0.722826087,0.0625,0.444444444,0.165745856,0.317021277,0.15,0.25,0.123626824,PhoThong,ProBook 430
0.706521739,0.125,0.694444444,0.08839779,0.223404255,0.35,0.125,0.221183801,VanPhong,MateBook X
0.940217391,0.09375,0.694444444,0.160220994,0.576595745,0.25,1,0.114608952,PhoThong,17-bs001nv (i5-7200U/6GB/2TB/Radeon
0.847826087,0.0625,0.805555556,0.077348066,0.468085106,0.15,0.25,0.050664043,PhoThong,IdeaPad 320-15AST
0.847826087,0.0625,0.666666667,0.08839779,0.425531915,0.15,0.25,0.080177078,PhoThong,Satellite Pro
0.940217391,0.125,0.444444444,0.254143646,0.531914894,0.35,0.125,0.151336285,PhoThong,ProBook 470
0.847826087,0.125,0.666666667,0.08839779,0.489361702,0.25,0.5,0.075258239,PhoThong,Inspiron 3567
0.847826087,0.0625,0.555555556,0.127071823,0.446808511,0.35,0.0625,0.073618626,PhoThong,Aspire A315-51
1,0.5,0.805555556,0.73480663,0.936170213,0.75,0.75,0.458927693,ChuyenNghiep,GT80S 6QF-074US
0.847826087,0.125,0.694444444,0.193370166,0.404255319,0.6,0.5625,0.133300541,PhoThong,V310-15IKB (i5-7200U/8GB/1TB
0.722826087,0.125,0.444444444,0.165745856,0.274468085,0.35,0.125,0.245777996,VanPhong,Spectre x360
0.847826087,0.25,0.5,0.17679558,0.429787234,0.6,1,0.171995409,PhoThong,Inspiron 5570
0.722826087,0.125,0.444444444,0.165745856,0.261702128,0.35,0.125,0.229381866,VanPhong,XPS 13
0.755434783,0.25,0.5,0.165745856,0.29787234,0.5,0.25,0.303164453,VanPhong,Yoga 920-13IKB
0.847826087,0.125,0.694444444,0.08839779,0.425531915,0.35,0.0625,0.130021315,PhoThong,Satellite Pro
0.847826087,0.125,0.444444444,0.325966851,0.414893617,0.35,0.125,0.196589605,PhoThong,Mi Notebook
0.940217391,0.25,0.5,0.325966851,0.589361702,0.5,0.25,0.253976062,PhoThong,Inspiron 7773
0.847826087,0.25,0.777777778,0.674033149,0.438297872,0.5,0.25,0.393015248,PhoThong,XPS 15
0.847826087,0.125,0.694444444,0.674033149,0.510638298,0.35,0.125,0.127725857,ChuyenNghiep,Legion Y520-15IKBN
0.722826087,0.125,0.333333333,0.132596685,0.238297872,0.35,0.125,0.162157731,VanPhong,Swift 7
0.940217391,0.125,0.5,0.17679558,0.595744681,0.6,0.5625,0.177898016,PhoThong,Inspiron 5770
0.760869565,0.25,0.75,0.08839779,0.30212766,0.5,0.5,0.463026726,VanPhong,Thinkpad Yoga
0.760869565,0.0625,0.305555556,0.055248619,0.276595745,0.35,0.015625,0.042629939,PhoThong,K147 (N3350/4GB/32GB/FHD/W10)
0.722826087,0.125,0.694444444,0.325966851,0.276595745,0.35,0.125,0.163944909,VanPhong,Mi Notebook
0.940217391,0.125,0.444444444,0.325966851,0.595744681,0.35,0.125,0.114444991,PhoThong,IdeaPad 320-17IKBR
0.722826087,0.125,0.5,0.165745856,0.344680851,0.25,0.5,0.137563535,VanPhong,Inspiron 5379
0.940217391,0.125,0.444444444,0.254143646,0.531914894,0.25,0.5,0.149860633,PhoThong,ProBook 470
0.940217391,0.5,0.805555556,0.944751381,0.742553191,0.5,0.5,1,ChuyenNghiep,Blade Pro
0.722826087,0.125,0.444444444,0.165745856,0.317021277,0.5,0.25,0.157238892,PhoThong,ProBook 430
0.940217391,0.25,0.777777778,0.674033149,0.712765957,0.6,0.625,0.22610264,ChuyenNghiep,Omen 17-W295
0.940217391,0.125,0.5,0.254143646,0.531914894,0.35,0.125,0.171339564,PhoThong,Probook 470
0.847826087,0.25,0.777777778,0.82320442,0.563829787,0.75,0.75,0.302508608,ChuyenNghiep,Inspiron 7577
0.847826087,0.0625,0.638888889,0.127071823,0.446808511,0.35,0.0625,0.080832923,PhoThong,V110-15ISK (i5-6200U/4GB/128GB/W10)
0.847826087,0.125,0.75,0.209944751,0.474468085,0.25,0.5,0.121659288,PhoThong,Aspire E5-576G
0.847826087,0.25,0.777777778,0.82320442,0.680851064,0.75,0.75,0.286768323,ChuyenNghiep,Legion Y720-15IKB
0.847826087,0.25,0.833333333,0.624309392,0.595744681,0.6,0.625,0.500901787,ChuyenNghiep,Precision 7520
0.847826087,0.25,0.777777778,0.82320442,0.510638298,0.5,0.25,0.229217905,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.09375,0.666666667,0.08839779,0.489361702,0.25,0.5,0.071979013,PhoThong,Inspiron 3567
0.722826087,0.125,0.5,0.165745856,0.257446809,0.35,0.125,0.319560584,VanPhong,XPS 13
0.722826087,0.125,0.5,0.165745856,0.255319149,0.35,0.125,0.237579931,VanPhong,XPS 13
0.847826087,0.125,0.694444444,0.08839779,0.468085106,0.35,0.125,0.097884899,PhoThong,IdeaPad 320-15IKBN
0.847826087,0.125,0.777777778,0.674033149,0.510638298,0.25,0.5,0.127725857,PhoThong,Aspire 7
0.940217391,0.25,0.777777778,0.674033149,0.617021277,0.6,0.625,0.230693556,ChuyenNghiep,ROG GL703VD-GC028T
0.847826087,0.0625,0.555555556,0.127071823,0.446808511,0.15,0.25,0.057222495,PhoThong,15-bs018nq (i3-6006U/4GB/500GB/FHD/No
0.847826087,0.125,0.694444444,0.08839779,0.468085106,0.35,0.125,0.090014757,PhoThong,IdeaPad 320-15IKBN
0.706521739,0.125,0.75,0.08839779,0.223404255,0.5,0.25,0.245777996,VanPhong,MateBook X
0.722826087,0.125,0.5,0.17679558,0.29787234,0.35,0.125,0.152792261,VanPhong,Inspiron 5370
0.940217391,0.125,0.694444444,0.209944751,0.595744681,0.25,0.5,0.096573209,PhoThong,IdeaPad 320-17IKB
0.760869565,0.125,0.5,0.254143646,0.346808511,0.35,0.125,0.169044106,PhoThong,Probook 440
0.760869565,0.125,0.444444444,0.165745856,0.340425532,0.35,0.125,0.18839154,VanPhong,Latitude 5490
0.722826087,0.25,0.5,0.165745856,0.344680851,0.5,0.25,0.209706509,VanPhong,Inspiron 5379
0.847826087,0.125,0.444444444,0.160220994,0.468085106,0.35,0.125,0.11105919,PhoThong,Inspiron 3576
0.760869565,0.125,0.444444444,0.165745856,0.370212766,0.35,0.125,0.147401213,VanPhong,Yoga 520-14IKB
0.722826087,0.125,0.694444444,0.127071823,0.255319149,0.35,0.125,0.223479259,VanPhong,Portege Z30-C-16L
0.847826087,0.125,0.444444444,0.165745856,0.446808511,0.25,0.5,0.130185276,PhoThong,ProBook 450
0.940217391,0.25,0.777777778,0.82320442,0.940425532,0.6,0.625,0.402744712,ChuyenNghiep,Alienware 17
0.847826087,0.125,0.75,0.209944751,0.468085106,0.35,0.125,0.136415806,PhoThong,Aspire E5-576G
0.847826087,0.25,0.75,0.254143646,0.489361702,0.25,0.5,0.140844401,PhoThong,Inspiron 5567
0.847826087,0.125,0.694444444,0.198895028,0.425531915,0.35,0.125,0.126086244,PhoThong,Vivobook X541UV-DM1217T
0.940217391,0.125,0.694444444,0.497237569,0.572340426,0.5,0.375,0.146089523,PhoThong,K756UX-T4340T (i5-7200U/8GB/500GB
0.847826087,0.125,0.75,0.270718232,0.404255319,0.25,0.5,0.208066896,PhoThong,ZBook 15u
